,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,buddabirthday,buddabirthday_lower,buddabirthday_upper,childrendays,childrendays_lower,childrendays_upper,crismasday,crismasday_lower,crismasday_upper,holidays,holidays_lower,holidays_upper,independencemovementday,independencemovementday_lower,independencemovementday_upper,koreanday,koreanday_lower,koreanday_upper,liberationday,liberationday_lower,liberationday_upper,memorialday,memorialday_lower,memorialday_upper,nationalfoundationday,nationalfoundationday_lower,nationalfoundationday_upper,newyear,newyear_lower,newyear_upper,thanksgivingday,thanksgivingday_lower,thanksgivingday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
49,2018-02-19,187.087186,1100,-184.8314231,97.3784432,187.087186,187.087186,-234.3166987,-234.3166987,-234.3166987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201.2922906,-201.2922906,-201.2922906,-33.02440812,-33.02440812,-33.02440812,0,0,0,0
50,2018-02-20,187.0656255,1100,13.26571198,296.9432143,187.0656255,187.0656255,-32.97708129,-32.97708129,-32.97708129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.916156857,-2.916156857,-2.916156857,-30.06092443,-30.06092443,-30.06092443,0,0,0,154.0885442
51,2018-02-21,187.0440651,1100,61.79748127,336.7510183,187.0440651,187.0440651,8.264114924,8.264114924,8.264114924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.39516318,35.39516318,35.39516318,-27.13104825,-27.13104825,-27.13104825,0,0,0,195.30818
52,2018-02-22,187.0225046,1100,28.68223071,305.9010281,187.0225046,187.0225046,-25.2823239,-25.2823239,-25.2823239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.059528242,-1.059528242,-1.059528242,-24.22279566,-24.22279566,-24.22279566,0,0,0,161.7401807
53,2018-02-23,187.0009441,1100,21.33768924,300.9213541,187.0009441,187.0009441,-24.25048148,-24.25048148,-24.25048148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.932531609,-2.932531609,-2.932531609,-21.31794987,-21.31794987,-21.31794987,0,0,0,162.7504627
54,2018-02-24,186.9793837,1100,107.2161275,373.2896228,186.9793837,186.9793837,56.32049404,56.32049404,56.32049404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.71338412,74.71338412,74.71338412,-18.39289008,-18.39289008,-18.39289008,0,0,0,243.2998777
55,2018-02-25,186.9578232,1100,127.999947,415.1256559,186.9578232,186.9578232,82.67232215,82.67232215,82.67232215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09196002,98.09196002,98.09196002,-15.41963788,-15.41963788,-15.41963788,0,0,0,269.6301454
56,2018-02-26,186.9362627,1100,-173.1163417,115.2391486,186.9362627,186.9362627,-213.6593761,-213.6593761,-213.6593761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201.2922906,-201.2922906,-201.2922906,-12.36708547,-12.36708547,-12.36708547,0,0,0,0
57,2018-02-27,186.9147023,1100,36.70375315,305.7045905,186.9147023,186.9147023,-12.11852073,-12.11852073,-12.11852073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.916156857,-2.916156857,-2.916156857,-9.202363868,-9.202363868,-9.202363868,0,0,0,174.7961816
58,2018-02-28,186.8931418,1100,77.45426858,353.6989427,186.8931418,186.8931418,29.50285896,29.50285896,29.50285896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.39516318,35.39516318,35.39516318,-5.892304223,-5.892304223,-5.892304223,0,0,0,216.3960008
59,2018-03-01,186.8715813,1100,159.6817684,443.4570528,186.8715813,186.8715813,112.2298343,112.2298343,112.2298343,0,0,0,0,0,0,0,0,0,115.6943048,115.6943048,115.6943048,115.6943048,115.6943048,115.6943048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.059528241,-1.059528241,-1.059528241,-2.404942278,-2.404942278,-2.404942278,0,0,0,299.1014156
60,2018-03-02,186.8500209,1100,24.82586975,288.9847894,186.8500209,186.8500209,-29.28700922,-29.28700922,-29.28700922,0,0,0,0,0,0,0,0,0,-27.64346331,-27.64346331,-27.64346331,-27.64346331,-27.64346331,-27.64346331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.932531609,-2.932531609,-2.932531609,1.288985698,1.288985698,1.288985698,0,0,0,157.5630117
61,2018-03-03,186.8284604,1100,122.3465046,405.7230238,186.8284604,186.8284604,79.92799139,79.92799139,79.92799139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.71338412,74.71338412,74.71338412,5.214607267,5.214607267,5.214607267,0,0,0,266.7564518
62,2018-03-04,186.8068999,1100,152.9831303,427.1479671,186.8068999,186.8068999,107.4835485,107.4835485,107.4835485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09196002,98.09196002,98.09196002,9.391588475,9.391588475,9.391588475,0,0,0,294.2904484
63,2018-03-05,186.7853395,1100,-135.1817919,148.2421776,186.7853395,186.7853395,-187.4593251,-187.4593251,-187.4593251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-201.2922906,-201.2922906,-201.2922906,13.83296556,13.83296556,13.83296556,0,0,0,0
64,2018-03-06,186.763779,1100,75.14959084,342.4609277,186.763779,186.763779,15.62801879,15.62801879,15.62801879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.916156857,-2.916156857,-2.916156857,18.54417565,18.54417565,18.54417565,0,0,0,202.3917978
65,2018-03-07,186.7422185,1100,110.5907179,374.8584508,186.7422185,186.7422185,58.91748535,58.91748535,58.91748535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.39516318,35.39516318,35.39516318,23.52232218,23.52232218,23.52232218,0,0,0,245.6597039
