year,avgTemp,minTemp,maxTemp,corona,result
20191113,7,3,11,0,22
20191114,1,-3,5,0,63
20191115,6,1,8,0,20
20191116,7,4,13,0,248
20191117,8,6,11,0,34
20191119,0,-4,4,0,62
20191120,1,-5,6,0,41
20191121,4,-2,9,0,61
20191122,10,3,17,0,86
20191123,12,8,18,0,150
20191124,10,5,16,0,50
20191126,7,1,14,0,60
20191127,3,0,7,0,74
20191128,4,-1,10,0,44
20191129,2,-3,7,0,34
20191130,4,-1,9,0,73
20191201,5,2,6,0,20
20191203,1,-5,4,0,33
20191204,2,-2,7,0,60
20191205,-4,-9,0,0,13
20191206,-6,-11,-1,0,10
20191207,-2,-6,1,0,28
20191208,-1,-6,5,0,25
20191210,8,6,11,0,23
20191211,6,0,10,0,20
20191212,-1,-4,3,0,49
20191213,2,-4,6,0,45
20191214,3,0,6,0,51
20191215,5,0,11,0,61
20191217,8,3,10,0,12
20191218,1,-2,5,0,31
20191219,-1,-5,3,0,39
20191220,-1,-4,2,0,23
20191221,-1,-5,2,0,31
20191222,4,0,8,0,55
20191224,1,-3,7,0,30
20191225,2,-3,7,0,71
20191226,2,-2,4,0,19
20191227,-2,-5,3,0,26
20191228,1,-4,6,0,50
20191229,4,1,6,0,39
20191231,-8,-11,-5,0,13
20200101,-2,-7,0,0,31
20200102,1,-1,4,0,28
20200103,0,-3,5,0,17
20200104,1,-3,6,0,48
20200105,1,-3,7,0,83
20200107,6,4,8,0,13
20200108,2,0,9,0,12
20200109,-1,-3,2,0,25
20200110,-1,-4,4,0,19
20200111,0,-3,4,0,45
20200112,-1,-4,3,0,68
20200114,-2,-6,3,0,27
20200115,-3,-6,2,0,17
20200116,-2,-6,3,0,25
20200117,-1,-5,5,0,49
20200118,0,-4,6,0,38
20200119,2,0,5,0,77
20200121,0,-6,6,0,55
20200122,3,0,8,0,14
20200123,5,0,10,0,12
20200124,3,-1,7,1,64
20200125,4,1,9,0,181
20200126,6,0,12,0,289
20200127,6,5,8,0,85
20200128,7,4,10,0,35
20200129,6,3,10,0,46
20200130,5,1,10,3,33
20200131,4,1,9,3,24
20200201,3,-1,8,0,47
20200202,2,-2,5,0,23
20200204,-2,-6,4,0,16
20200205,-8,-11,-5,2,18
20200206,-6,-12,0,1,13
20200207,-2,-7,2,0,10
20200208,0,-2,4,0,57
20200209,-1,-6,4,0,100
20200211,7,-1,15,0,67
20200212,7,7,8,0,11
20200213,7,5,9,0,27
20200214,8,3,15,0,54
20200215,10,6,16,0,86
20200216,-1,-4,8,1,22
20200218,-4,-8,1,0,31
20200219,1,-4,6,1,35
20200220,5,-1,11,1,47
20200221,7,2,11,7,27
20200222,4,0,8,3,25
20200223,3,-3,8,1,73
20200225,7,5,9,9,15
20200226,6,3,10,19,112
20200227,6,1,13,6,88
20200228,5,4,6,12,10
20200229,8,5,13,9,140
20200301,6,3,10,6,125
20200303,5,0,11,1,59
20200304,2,-1,5,4,28
20200305,1,-3,6,2,74
20200306,4,-3,10,1,105
20200307,7,1,14,8,148
20200308,9,2,17,6,217
20200310,6,3,11,26,9
20200311,4,0,8,45,78
20200312,7,0,13,14,84
20200313,5,0,9,12,89
20200314,4,-3,9,9,163
20200315,4,0,9,8,144
20200317,7,3,12,13,83
20200318,10,3,17,3,133
20200319,9,6,12,12,39
20200320,9,3,14,17,107
20200321,13,8,20,15,201
20200322,11,6,17,10,318
20200324,11,5,18,4,157
20200325,13,6,19,3,201
20200326,15,8,21,13,149
20200327,12,7,16,12,113
20200328,8,5,13,17,225
20200329,9,1,16,24,311
20200331,12,5,19,28,172
